Competition,Country,Code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Source
La Liga,Spain,SP1,18/01/2026,17:30,Celta,Vallecano,3,0,H,football-data
La Liga,Spain,SP1,18/01/2026,17:30,Celta,Rayo Vallecano,3,0,H,fixturedownload
Primeira Liga,Portugal,P1,18/01/2026,18:00,CD Tondela,SC Braga,0,1,A,fixturedownload
Primeira Liga,Portugal,P1,18/01/2026,18:00,Tondela,Sp Braga,0,1,A,football-data
Belgian Pro League,Belgium,B1,18/01/2026,18:15,St Truiden,Oud-Heverlee Leuven,1,0,H,football-data
Ligue 1,France,F1,18/01/2026,19:45,Lyon,Brest,2,1,H,football-data
Ligue 1,France,F1,18/01/2026,19:45,Olympique Lyonnais,Stade Brestois 29,2,1,H,fixturedownload
Serie A,Italy,I1,18/01/2026,19:45,Milan,Lecce,1,0,H,football-data
La Liga,Spain,SP1,18/01/2026,20:00,Real Sociedad,FC Barcelona,2,1,H,fixturedownload
La Liga,Spain,SP1,18/01/2026,20:00,Sociedad,Barcelona,2,1,H,football-data
Primeira Liga,Portugal,P1,18/01/2026,20:30,Guimaraes,Porto,0,1,A,football-data
Primeira Liga,Portugal,P1,18/01/2026,20:30,Vitória SC,FC Porto,0,1,A,fixturedownload
Turkish Super Lig,Turkey,T1,19/01/2026,14:00,Konyaspor,Eyupspor,1,1,D,football-data
Turkish Super Lig,Turkey,T1,19/01/2026,14:00,Konyaspor,Eyüpspor,1,1,D,fixturedownload
Turkish Super Lig,Turkey,T1,19/01/2026,17:00,Besiktas,Kayserispor,1,0,H,football-data
Turkish Super Lig,Turkey,T1,19/01/2026,17:00,Goztep,Rizespor,3,1,H,football-data
Turkish Super Lig,Turkey,T1,19/01/2026,17:00,Göztepe,Çaykur Rizespor,3,1,H,fixturedownload
Serie A,Italy,I1,19/01/2026,17:30,Cremonese,Verona,0,0,D,football-data
Serie A,Italy,I1,19/01/2026,17:30,Cremonese,Hellas Verona,0,0,D,fixturedownload
Serie A,Italy,I1,19/01/2026,19:45,Lazio,Como,0,3,A,football-data
La Liga,Spain,SP1,19/01/2026,20:00,Elche,Sevilla,2,2,D,football-data
La Liga,Spain,SP1,19/01/2026,20:00,Elche CF,Sevilla FC,2,2,D,fixturedownload
Premier League,England,E0,19/01/2026,20:00,Brighton,Bournemouth,1,1,D,football-data
Primeira Liga,Portugal,P1,19/01/2026,20:15,Estrela,Estoril,0,5,A,football-data
Primeira Liga,Portugal,P1,19/01/2026,20:15,Estrela Amadora,Estoril Praia,0,5,A,fixturedownload
UEFA Champions League,Europe,UCL,20/01/2026,15:30,Kairat Almaty,Club Brugge,1,4,A,fixturedownload
UEFA Champions League,Europe,UCL,20/01/2026,17:45,Bodø/Glimt,Man City,3,1,H,fixturedownload
Scottish Premiership,Scotland,SC0,20/01/2026,19:45,Livingston,St Mirren,1,1,D,football-data
UEFA Champions League,Europe,UCL,20/01/2026,20:00,Copenhagen,Napoli,1,1,D,fixturedownload
UEFA Champions League,Europe,UCL,20/01/2026,20:00,Inter,Arsenal,1,3,A,fixturedownload
UEFA Champions League,Europe,UCL,20/01/2026,20:00,Olympiacos,Leverkusen,2,0,H,fixturedownload
UEFA Champions League,Europe,UCL,20/01/2026,20:00,Real Madrid,Monaco,6,1,H,fixturedownload
UEFA Champions League,Europe,UCL,20/01/2026,20:00,Sporting CP,Paris,2,1,H,fixturedownload
UEFA Champions League,Europe,UCL,20/01/2026,20:00,Tottenham,B. Dortmund,2,0,H,fixturedownload
UEFA Champions League,Europe,UCL,20/01/2026,20:00,Villarreal,Ajax,1,2,A,fixturedownload
Eredivisie,Netherlands,N1,21/01/2026,17:45,AZ,Excelsior Rotterdam,1,1,D,fixturedownload
Eredivisie,Netherlands,N1,21/01/2026,17:45,AZ Alkmaar,Excelsior,1,1,D,football-data
UEFA Champions League,Europe,UCL,21/01/2026,17:45,Galatasaray,Atleti,1,1,D,fixturedownload
UEFA Champions League,Europe,UCL,21/01/2026,17:45,Qarabag,Frankfurt,3,2,H,fixturedownload
UEFA Champions League,Europe,UCL,21/01/2026,20:00,Atalanta,Athletic Club,2,3,A,fixturedownload
UEFA Champions League,Europe,UCL,21/01/2026,20:00,Bayern München,Union SG,2,0,H,fixturedownload
UEFA Champions League,Europe,UCL,21/01/2026,20:00,Chelsea,Pafos,1,0,H,fixturedownload
UEFA Champions League,Europe,UCL,21/01/2026,20:00,Juventus,Benfica,2,0,H,fixturedownload
UEFA Champions League,Europe,UCL,21/01/2026,20:00,Marseille,Liverpool,0,3,A,fixturedownload
UEFA Champions League,Europe,UCL,21/01/2026,20:00,Newcastle,PSV,3,0,H,fixturedownload
UEFA Champions League,Europe,UCL,21/01/2026,20:00,Slavia Praha,Barcelona,2,4,A,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,Bologna,Celtic,2,2,D,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,Brann,Midtjylland,3,3,D,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,Fenerbahçe,Aston Villa,0,1,A,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,Feyenoord,Sturm Graz,3,0,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,Freiburg,M. Tel-Aviv,1,0,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,Malmö,Crvena Zvezda,0,1,A,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,PAOK,Real Betis,2,0,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,Viktoria Plzen,Porto,1,1,D,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,17:45,Young Boys,Lyon,0,1,A,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,Braga,Nott'm Forest,1,0,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,Celta,Lille,2,1,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,Ferencváros,Panathinaikos,1,1,D,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,GNK Dinamo,FCSB,4,1,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,Nice,Go Ahead Eagles,3,1,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,Rangers,Ludogorets,1,0,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,Roma,Stuttgart,2,0,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,Salzburg,Basel,3,1,H,fixturedownload
UEFA Europa League,Europe,UEL,22/01/2026,20:00,Utrecht,Genk,0,2,A,fixturedownload
Turkish Super Lig,Turkey,T1,23/01/2026,17:00,Trabzonspor,Kasimpasa,2,1,H,football-data
Ligue 1,France,F1,23/01/2026,19:00,AJ Auxerre,Paris Saint-Germain,0,1,A,fixturedownload
Ligue 1,France,F1,23/01/2026,19:00,Auxerre,Paris SG,0,1,A,football-data
Bundesliga,Germany,D1,23/01/2026,19:30,FC St. Pauli,Hamburger SV,0,0,D,fixturedownload
Bundesliga,Germany,D1,23/01/2026,19:30,St Pauli,Hamburg,0,0,D,football-data
Belgian Pro League,Belgium,B1,23/01/2026,19:45,Standard,Gent,0,4,A,football-data
Serie A,Italy,I1,23/01/2026,19:45,Inter,Pisa,6,2,H,football-data
La Liga,Spain,SP1,23/01/2026,20:00,Levante,Elche,3,2,H,football-data
La Liga,Spain,SP1,23/01/2026,20:00,Levante UD,Elche CF,3,2,H,fixturedownload
Primeira Liga,Portugal,P1,23/01/2026,20:15,Casa Pia,AVS,3,3,D,football-data
Primeira Liga,Portugal,P1,23/01/2026,20:15,Casa Pia AC,AFS,3,3,D,fixturedownload
Turkish Super Lig,Turkey,T1,24/01/2026,11:30,Kayserispor,Buyuksehyr,0,3,A,football-data
Turkish Super Lig,Turkey,T1,24/01/2026,11:30,Kayserispor,Istanbul Basaksehir,0,3,A,fixturedownload
Premier League,England,E0,24/01/2026,12:30,West Ham,Sunderland,3,1,H,football-data
La Liga,Spain,SP1,24/01/2026,13:00,Rayo Vallecano,CA Osasuna,1,3,A,fixturedownload
La Liga,Spain,SP1,24/01/2026,13:00,Vallecano,Osasuna,1,3,A,football-data
Serie A,Italy,I1,24/01/2026,14:00,Como,Torino,6,0,H,football-data
Turkish Super Lig,Turkey,T1,24/01/2026,14:00,Samsunspor,Kocaelispor,0,0,D,football-data
Bundesliga,Germany,D1,24/01/2026,14:30,1. FC Heidenheim 1846,RB Leipzig,0,3,A,fixturedownload
Bundesliga,Germany,D1,24/01/2026,14:30,1. FSV Mainz 05,VfL Wolfsburg,3,1,H,fixturedownload
Bundesliga,Germany,D1,24/01/2026,14:30,Bayer 04 Leverkusen,SV Werder Bremen,1,0,H,fixturedownload
Bundesliga,Germany,D1,24/01/2026,14:30,Bayern Munich,Augsburg,1,2,A,football-data
Bundesliga,Germany,D1,24/01/2026,14:30,Ein Frankfurt,Hoffenheim,1,3,A,football-data
Bundesliga,Germany,D1,24/01/2026,14:30,Eintracht Frankfurt,TSG Hoffenheim,1,3,A,fixturedownload
Bundesliga,Germany,D1,24/01/2026,14:30,FC Bayern München,FC Augsburg,1,2,A,fixturedownload
Bundesliga,Germany,D1,24/01/2026,14:30,Heidenheim,RB Leipzig,0,3,A,football-data
Bundesliga,Germany,D1,24/01/2026,14:30,Leverkusen,Werder Bremen,1,0,H,football-data
Bundesliga,Germany,D1,24/01/2026,14:30,Mainz,Wolfsburg,3,1,H,football-data
Belgian Pro League,Belgium,B1,24/01/2026,15:00,RAAL La Louviere,St Truiden,1,2,A,football-data
Premier League,England,E0,24/01/2026,15:00,Burnley,Tottenham,2,2,D,football-data
Premier League,England,E0,24/01/2026,15:00,Fulham,Brighton,2,1,H,football-data
Premier League,England,E0,24/01/2026,15:00,Man City,Wolves,2,0,H,football-data
Scottish Premiership,Scotland,SC0,24/01/2026,15:00,Aberdeen,Livingston,6,2,H,football-data
Scottish Premiership,Scotland,SC0,24/01/2026,15:00,Falkirk,Hibernian,4,1,H,football-data
Scottish Premiership,Scotland,SC0,24/01/2026,15:00,Motherwell,Kilmarnock,4,0,H,football-data
La Liga,Spain,SP1,24/01/2026,15:15,Valencia,Espanol,3,2,H,football-data
La Liga,Spain,SP1,24/01/2026,15:15,Valencia CF,RCD Espanyol de Barcelona,3,2,H,fixturedownload
Eredivisie,Netherlands,N1,24/01/2026,15:30,Ajax,Volendam,2,0,H,football-data
Eredivisie,Netherlands,N1,24/01/2026,15:30,Ajax,FC Volendam,2,0,H,fixturedownload
Primeira Liga,Portugal,P1,24/01/2026,15:30,Moreirense,Santa Clara,1,0,H,football-data
Primeira Liga,Portugal,P1,24/01/2026,15:30,Moreirense FC,Santa Clara,1,0,H,fixturedownload
Ligue 1,France,F1,24/01/2026,16:00,Rennes,Lorient,0,2,A,football-data
Ligue 1,France,F1,24/01/2026,16:00,Stade Rennais FC,FC Lorient,0,2,A,fixturedownload
Serie A,Italy,I1,24/01/2026,17:00,Fiorentina,Cagliari,1,2,A,football-data
Turkish Super Lig,Turkey,T1,24/01/2026,17:00,Fatih Karagümrük,Galatasaray,1,3,A,fixturedownload
Turkish Super Lig,Turkey,T1,24/01/2026,17:00,Karagumruk,Galatasaray,1,3,A,football-data
Belgian Pro League,Belgium,B1,24/01/2026,17:15,Club Brugge,Waregem,4,3,H,football-data
Bundesliga,Germany,D1,24/01/2026,17:30,1. FC Union Berlin,Borussia Dortmund,0,3,A,fixturedownload
Bundesliga,Germany,D1,24/01/2026,17:30,Union Berlin,Dortmund,0,3,A,football-data
La Liga,Spain,SP1,24/01/2026,17:30,Sevilla,Ath Bilbao,2,1,H,football-data
La Liga,Spain,SP1,24/01/2026,17:30,Sevilla FC,Athletic Club,2,1,H,fixturedownload
Premier League,England,E0,24/01/2026,17:30,Bournemouth,Liverpool,3,2,H,football-data
Eredivisie,Netherlands,N1,24/01/2026,17:45,N.E.C. Nijmegen,PEC Zwolle,2,1,H,fixturedownload
Eredivisie,Netherlands,N1,24/01/2026,17:45,Nijmegen,Zwolle,2,1,H,football-data
Ligue 1,France,F1,24/01/2026,18:00,Havre Athletic Club,AS Monaco,0,0,D,fixturedownload
Ligue 1,France,F1,24/01/2026,18:00,Le Havre,Monaco,0,0,D,football-data
Primeira Liga,Portugal,P1,24/01/2026,18:00,Arouca,Sp Lisbon,1,2,A,football-data
Primeira Liga,Portugal,P1,24/01/2026,18:00,FC Arouca,Sporting CP,1,2,A,fixturedownload
Eredivisie,Netherlands,N1,24/01/2026,19:00,PSV,NAC Breda,2,2,D,fixturedownload
Eredivisie,Netherlands,N1,24/01/2026,19:00,PSV Eindhoven,NAC Breda,2,2,D,football-data
Belgian Pro League,Belgium,B1,24/01/2026,19:45,Oud-Heverlee Leuven,St. Gilloise,0,0,D,football-data
Serie A,Italy,I1,24/01/2026,19:45,Lecce,Lazio,0,0,D,football-data
Eredivisie,Netherlands,N1,24/01/2026,20:00,FC Twente,Excelsior Rotterdam,0,0,D,fixturedownload
Eredivisie,Netherlands,N1,24/01/2026,20:00,Twente,Excelsior,0,0,D,football-data
La Liga,Spain,SP1,24/01/2026,20:00,Villarreal,Real Madrid,0,2,A,football-data
La Liga,Spain,SP1,24/01/2026,20:00,Villarreal CF,Real Madrid,0,2,A,fixturedownload
Ligue 1,France,F1,24/01/2026,20:05,Marseille,Lens,3,1,H,football-data
Ligue 1,France,F1,24/01/2026,20:05,Olympique de Marseille,RC Lens,3,1,H,fixturedownload
Primeira Liga,Portugal,P1,24/01/2026,20:30,Estoril,Guimaraes,4,2,H,football-data
Primeira Liga,Portugal,P1,24/01/2026,20:30,Estoril Praia,Vitória SC,4,2,H,fixturedownload
Eredivisie,Netherlands,N1,25/01/2026,11:15,Telstar,AZ Alkmaar,0,1,A,football-data
Eredivisie,Netherlands,N1,25/01/2026,11:15,Telstar,AZ,0,1,A,fixturedownload
Serie A,Italy,I1,25/01/2026,11:30,Sassuolo,Cremonese,1,0,H,football-data
Turkish Super Lig,Turkey,T1,25/01/2026,11:30,Gaziantep,Konyaspor,1,1,D,football-data
Belgian Pro League,Belgium,B1,25/01/2026,12:30,Antwerp,Charleroi,0,2,A,football-data
La Liga,Spain,SP1,25/01/2026,13:00,Ath Madrid,Mallorca,3,0,H,football-data
La Liga,Spain,SP1,25/01/2026,13:00,Atlético de Madrid,RCD Mallorca,3,0,H,fixturedownload
Eredivisie,Netherlands,N1,25/01/2026,13:30,FC Groningen,Fortuna Sittard,1,2,A,fixturedownload
Eredivisie,Netherlands,N1,25/01/2026,13:30,Groningen,For Sittard,1,2,A,football-data
Ligue 1,France,F1,25/01/2026,14:00,FC Nantes,OGC Nice,1,4,A,fixturedownload
Ligue 1,France,F1,25/01/2026,14:00,Nantes,Nice,1,4,A,football-data
Premier League,England,E0,25/01/2026,14:00,Brentford,Nott'm Forest,0,2,A,football-data
Premier League,England,E0,25/01/2026,14:00,Crystal Palace,Chelsea,1,3,A,football-data
Premier League,England,E0,25/01/2026,14:00,Newcastle,Aston Villa,0,2,A,football-data
Serie A,Italy,I1,25/01/2026,14:00,Atalanta,Parma,4,0,H,football-data
Serie A,Italy,I1,25/01/2026,14:00,Genoa,Bologna,3,2,H,football-data
Turkish Super Lig,Turkey,T1,25/01/2026,14:00,Antalyaspor,Genclerbirligi,2,1,H,football-data
Turkish Super Lig,Turkey,T1,25/01/2026,14:00,Antalyaspor,Gençlerbirligi,2,1,H,fixturedownload
Turkish Super Lig,Turkey,T1,25/01/2026,14:00,Rizespor,Alanyaspor,1,1,D,football-data
Turkish Super Lig,Turkey,T1,25/01/2026,14:00,Çaykur Rizespor,Alanyaspor,1,1,D,fixturedownload
Bundesliga,Germany,D1,25/01/2026,14:30,Borussia Mönchengladbach,VfB Stuttgart,0,3,A,fixturedownload
Bundesliga,Germany,D1,25/01/2026,14:30,M'gladbach,Stuttgart,0,3,A,football-data
Belgian Pro League,Belgium,B1,25/01/2026,15:00,Genk,Cercle Brugge,1,1,D,football-data
Scottish Premiership,Scotland,SC0,25/01/2026,15:00,Hearts,Celtic,2,2,D,football-data
Scottish Premiership,Scotland,SC0,25/01/2026,15:00,Rangers,Dundee,3,0,H,football-data
La Liga,Spain,SP1,25/01/2026,15:15,Barcelona,Oviedo,3,0,H,football-data
La Liga,Spain,SP1,25/01/2026,15:15,FC Barcelona,Real Oviedo,3,0,H,fixturedownload
Primeira Liga,Portugal,P1,25/01/2026,15:30,CD Nacional,Rio Ave FC,4,0,H,fixturedownload
Primeira Liga,Portugal,P1,25/01/2026,15:30,Nacional,Rio Ave,4,0,H,football-data
Eredivisie,Netherlands,N1,25/01/2026,15:45,FC Utrecht,Sparta Rotterdam,0,1,A,fixturedownload
Eredivisie,Netherlands,N1,25/01/2026,15:45,Feyenoord,Heracles,4,2,H,football-data
Eredivisie,Netherlands,N1,25/01/2026,15:45,Feyenoord,Heracles Almelo,4,2,H,fixturedownload
Eredivisie,Netherlands,N1,25/01/2026,15:45,Utrecht,Sparta Rotterdam,0,1,A,football-data
Ligue 1,France,F1,25/01/2026,16:15,Brest,Toulouse,0,2,A,football-data
Ligue 1,France,F1,25/01/2026,16:15,FC Metz,Olympique Lyonnais,2,5,A,fixturedownload
Ligue 1,France,F1,25/01/2026,16:15,Metz,Lyon,2,5,A,football-data
Ligue 1,France,F1,25/01/2026,16:15,Paris FC,Angers,0,0,D,football-data
Ligue 1,France,F1,25/01/2026,16:15,Paris FC,Angers SCO,0,0,D,fixturedownload
Ligue 1,France,F1,25/01/2026,16:15,Stade Brestois 29,Toulouse FC,0,2,A,fixturedownload
Bundesliga,Germany,D1,25/01/2026,16:30,Freiburg,FC Koln,2,1,H,football-data
Bundesliga,Germany,D1,25/01/2026,16:30,Sport-Club Freiburg,1. FC Köln,2,1,H,fixturedownload
Premier League,England,E0,25/01/2026,16:30,Arsenal,Man United,2,3,A,football-data
Serie A,Italy,I1,25/01/2026,17:00,Juventus,Napoli,3,0,H,football-data
Turkish Super Lig,Turkey,T1,25/01/2026,17:00,Fenerbahce,Goztep,1,1,D,football-data
Turkish Super Lig,Turkey,T1,25/01/2026,17:00,Fenerbahçe,Göztepe,1,1,D,fixturedownload
Belgian Pro League,Belgium,B1,25/01/2026,17:30,Anderlecht,Dender,0,0,D,football-data
La Liga,Spain,SP1,25/01/2026,17:30,Real Sociedad,Celta,3,1,H,fixturedownload
La Liga,Spain,SP1,25/01/2026,17:30,Sociedad,Celta,3,1,H,football-data
Primeira Liga,Portugal,P1,25/01/2026,18:00,Benfica,Estrela,4,0,H,football-data
Primeira Liga,Portugal,P1,25/01/2026,18:00,FC Famalicão,CD Tondela,3,0,H,fixturedownload
Primeira Liga,Portugal,P1,25/01/2026,18:00,Famalicao,Tondela,3,0,H,football-data
Primeira Liga,Portugal,P1,25/01/2026,18:00,SL Benfica,Estrela Amadora,4,0,H,fixturedownload
Belgian Pro League,Belgium,B1,25/01/2026,18:15,Mechelen,Westerlo,1,1,D,football-data
Ligue 1,France,F1,25/01/2026,19:45,LOSC Lille,RC Strasbourg Alsace,1,4,A,fixturedownload
Ligue 1,France,F1,25/01/2026,19:45,Lille,Strasbourg,1,4,A,football-data
Serie A,Italy,I1,25/01/2026,19:45,Roma,Milan,1,1,D,football-data
La Liga,Spain,SP1,25/01/2026,20:00,Alaves,Betis,2,1,H,football-data
La Liga,Spain,SP1,25/01/2026,20:00,Deportivo Alavés,Real Betis,2,1,H,fixturedownload
Primeira Liga,Portugal,P1,25/01/2026,20:30,SC Braga,FC Alverca,5,0,H,fixturedownload
Primeira Liga,Portugal,P1,25/01/2026,20:30,Sp Braga,Alverca,5,0,H,football-data
Turkish Super Lig,Turkey,T1,26/01/2026,17:00,Eyupspor,Besiktas,2,2,D,football-data
Turkish Super Lig,Turkey,T1,26/01/2026,17:00,Eyüpspor,Besiktas,2,2,D,fixturedownload
Serie A,Italy,I1,26/01/2026,19:45,Hellas Verona,Udinese,1,3,A,fixturedownload
Serie A,Italy,I1,26/01/2026,19:45,Verona,Udinese,1,3,A,football-data
La Liga,Spain,SP1,26/01/2026,20:00,Girona,Getafe,1,1,D,football-data
La Liga,Spain,SP1,26/01/2026,20:00,Girona FC,Getafe CF,1,1,D,fixturedownload
Premier League,England,E0,26/01/2026,20:00,Everton,Leeds,1,1,D,football-data
Primeira Liga,Portugal,P1,26/01/2026,20:15,FC Porto,Gil Vicente FC,3,0,H,fixturedownload
Primeira Liga,Portugal,P1,26/01/2026,20:15,Porto,Gil Vicente,3,0,H,football-data
Bundesliga,Germany,D1,27/01/2026,19:30,FC St. Pauli,RB Leipzig,1,1,D,fixturedownload
Bundesliga,Germany,D1,27/01/2026,19:30,SV Werder Bremen,TSG Hoffenheim,0,2,A,fixturedownload
Bundesliga,Germany,D1,27/01/2026,19:30,St Pauli,RB Leipzig,1,1,D,football-data
Bundesliga,Germany,D1,27/01/2026,19:30,Werder Bremen,Hoffenheim,0,2,A,football-data
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Ajax,Olympiacos,1,2,A,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Arsenal,Kairat Almaty,3,2,H,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Athletic Club,Sporting CP,2,3,A,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Atleti,Bodø/Glimt,1,2,A,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,B. Dortmund,Inter,0,2,A,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Barcelona,Copenhagen,4,1,H,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Benfica,Real Madrid,4,2,H,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Club Brugge,Marseille,3,0,H,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Frankfurt,Tottenham,0,2,A,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Leverkusen,Villarreal,3,0,H,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Liverpool,Qarabag,6,0,H,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Man City,Galatasaray,2,0,H,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Monaco,Juventus,0,0,D,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Napoli,Chelsea,2,3,A,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,PSV,Bayern München,1,2,A,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Pafos,Slavia Praha,4,1,H,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Paris,Newcastle,1,1,D,fixturedownload
UEFA Champions League,Europe,UCL,28/01/2026,20:00,Union SG,Atalanta,1,0,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Aston Villa,Salzburg,3,2,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Basel,Viktoria Plzen,0,1,A,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Celtic,Utrecht,4,2,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Crvena Zvezda,Celta,1,1,D,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,FCSB,Fenerbahçe,1,1,D,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Genk,Malmö,2,1,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Go Ahead Eagles,Braga,0,0,D,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Lille,Freiburg,1,0,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Ludogorets,Nice,1,0,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Lyon,PAOK,4,2,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,M. Tel-Aviv,Bologna,0,3,A,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Midtjylland,GNK Dinamo,2,0,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Nott'm Forest,Ferencváros,4,0,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Panathinaikos,Roma,1,1,D,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Porto,Rangers,3,1,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Real Betis,Feyenoord,2,1,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Sturm Graz,Brann,1,0,H,fixturedownload
UEFA Europa League,Europe,UEL,29/01/2026,20:00,Stuttgart,Young Boys,3,2,H,fixturedownload
Turkish Super Lig,Turkey,T1,30/01/2026,17:00,Antalyaspor,Trabzonspor,1,1,D,football-data
Turkish Super Lig,Turkey,T1,30/01/2026,17:00,Kasimpasa,Samsunspor,0,1,A,football-data
Eredivisie,Netherlands,N1,30/01/2026,19:00,NAC Breda,Twente,2,2,D,football-data
Eredivisie,Netherlands,N1,30/01/2026,19:00,NAC Breda,FC Twente,2,2,D,fixturedownload
Bundesliga,Germany,D1,30/01/2026,19:30,1. FC Köln,VfL Wolfsburg,1,0,H,fixturedownload
Bundesliga,Germany,D1,30/01/2026,19:30,FC Koln,Wolfsburg,1,0,H,football-data
Belgian Pro League,Belgium,B1,30/01/2026,19:45,RAAL La Louviere,Gent,1,1,D,football-data
Ligue 1,France,F1,30/01/2026,19:45,Lens,Le Havre,1,0,H,football-data
Ligue 1,France,F1,30/01/2026,19:45,RC Lens,Havre Athletic Club,1,0,H,fixturedownload
Serie A,Italy,I1,30/01/2026,19:45,Lazio,Genoa,3,2,H,football-data
La Liga,Spain,SP1,30/01/2026,20:00,Espanol,Alaves,1,2,A,football-data
La Liga,Spain,SP1,30/01/2026,20:00,RCD Espanyol de Barcelona,Deportivo Alavés,1,2,A,fixturedownload
Primeira Liga,Portugal,P1,30/01/2026,20:45,Guimaraes,Moreirense,1,0,H,football-data
Primeira Liga,Portugal,P1,30/01/2026,20:45,Vitória SC,Moreirense FC,1,0,H,fixturedownload
Turkish Super Lig,Turkey,T1,31/01/2026,11:30,Alanyaspor,Eyupspor,1,3,A,football-data
Turkish Super Lig,Turkey,T1,31/01/2026,11:33,Alanyaspor,Eyüpspor,1,3,A,fixturedownload
La Liga,Spain,SP1,31/01/2026,13:00,Oviedo,Girona,1,0,H,football-data
La Liga,Spain,SP1,31/01/2026,13:00,Real Oviedo,Girona FC,1,0,H,fixturedownload
Serie A,Italy,I1,31/01/2026,14:00,Pisa,Sassuolo,1,3,A,football-data
Turkish Super Lig,Turkey,T1,31/01/2026,14:00,Buyuksehyr,Rizespor,2,2,D,football-data
